match_id,season,date,match_week,kick_off_time,stadium,attendance,referee,weather,temperature_c,humidity_pct,match_importance,home_team,away_team,home_manager,away_manager,home_formation,away_formation,home_strategy_embedding,away_strategy_embedding,home_player_performance,away_player_performance,home_goals_ht,away_goals_ht,home_goals_ft,away_goals_ft,home_goal_timestamps,away_goal_timestamps,home_shots_total,away_shots_total,home_shots_on_target,away_shots_on_target,home_shot_accuracy_pct,away_shot_accuracy_pct,home_xg,away_xg,home_xg_diff,away_xg_diff,home_possession_pct,away_possession_pct,home_passes,away_passes,home_pass_accuracy_pct,away_pass_accuracy_pct,home_long_balls,away_long_balls,home_corners,away_corners,home_corner_goals,away_corner_goals,home_freekicks,away_freekicks,home_freekick_goals,away_freekick_goals,home_penalties_awarded,away_penalties_awarded,home_penalty_goals,away_penalty_goals,home_fouls,away_fouls,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,home_offsides,away_offsides,home_saves,away_saves,home_goals_conceded,away_goals_conceded,home_tackles,away_tackles,home_interceptions,away_interceptions,home_clearances,away_clearances,home_blocks,away_blocks,home_aerial_duels_won,away_aerial_duels_won,home_crosses,away_crosses,home_cross_accuracy_pct,away_cross_accuracy_pct,home_dribbles_attempted,away_dribbles_attempted,home_dribble_success_pct,away_dribble_success_pct,home_distance_covered_km,away_distance_covered_km,home_sprints,away_sprints,ht_injury_time_min,ft_injury_time_min,var_decisions,var_decisions_overturned,betting_odds_home_win,betting_odds_draw,betting_odds_away_win,result,home_points_earned,away_points_earned
655,2020-21,2021-03-25,6,14:05,Villa Park,null,Chris Kavanagh,,6.4,65,League,Aston Villa,Liverpool,Unai Emery,Jurgen Klopp,4-1-4-1,4-2-3-1,attack,,good,bad,0,1,1,4,29,13+3;13;18;42,19,9,8,4,42.1,44.4,0.69,3.11,0.31,0.89,52.3,47.7,350,428,86.0,85.2,73,39,10,1,0,0,12,16,0,0,nan,0,1,0,13,17,N/A,1,,0,1,1,0,7,-4,1,13,12,17,5,18,12,3,9,24,17,11,6,23.9,19.7,5,11,46.6,,,109.3,193,143,1,7,0,0,2.53,3.62,3.05,A,0,3
537,2020-21,2020-12-29,18,14:05,City Ground,27346,Andy Madley,,7.8,87,Cup,Nottm Forest,Liverpool,Nuno Espirito Santo,Jurgen Klopp,3-5-2,4-4-2,defense,attack,bad,bad,0,0,3,N/A,11;30;55,64,15,10,2,6,13.3,60.0,3.01,1.15,,-0.15,32.3,67.7,625,606,74.1,91.1,32,29,6,7,2,1,13,12,0,,1,0,1,0,20,15,2,1,0,0,4,1,5,0,-1,3,23,15,8,13,34,16,6,6,23,7,8,21,43.5,18.9,14,13,,55.2,101.2,107.9,229,256,1,0,1,1,2.8,,2.45,H,3,0
204,2019-20,29/12/2019,29,12:30,Amex Stadium,28324x,Simon Hooper,Light Rain,10.4,72,League,Brighton,Crystal Palace,Roberto De Zerbi,Oliver Glasner,4-4-2,3-4-3,balanced,DEFENSE,bad,good,3,2,3,2,3;51;83+5,3;26,9,11,3,2,33.3,18.2,3.74,2.4,-0.74,,48.6,51.4,516,311,85.5,81.2,41,40,6,6,2,,21,10,0,0,0,0,0,,7,7,1,2,0,0,,,0,0,2,3,15,23,19,9,34,38,5,6,20,16,5,19,19.3,29.6,18,14,74.7,66.8,100.7,112.4,171,163,1,1,0,0,2.06,5.17,3.11,H,3,0
2025,2020-21,2021-05-05,23,20:00,Goodison Park,##,Paul Tierney,Light Rain,13.7,77,Cup,Everton,Manchester United,Sean Dyche,Erik ten Hag,3-4-3,3-4-3,defense,balanced,poor,bad,0,0,1,3,26,2;25;54,15,10,8,3,,30.0x,0.99,3.73,0.01,-0.73,40.5%,59.5,,293,78.5,84.2,69,41,3,3,1,1,7,18,1,0,0,0,0,0,7,13,3,2,0,0,3,3,0,7,N/A,1,28,18,10,15,34,36,3,5,22.0,8,19,10,22.0,38.9,12,11,52.6,71.6,106.1,,244,208,2,2,1,1,2.28,6.85,2.4,A,0,3
851,2021-22,2021-10-15,34,15:00,Emirates Stadium,51732,Anthony Taylor,Clear,##,91,League,Arsenal,Aston Villa,Mikel Arteta,Unai Emery,4-3-2-1,4-3-2-1,attack,attack,good,good,2,0,2,0,9;25,none,18,12,7,1,38.9,8.3,2.38,0.23,,-0.23,61.9,38.1,347,386,83.9,80.9,73,29,6,6,1,0,7,14,0,0,0,0,0,0,6,18,1,3,0,0,1,3,1,5,0,2,10,27,5,14,29,38,2,10,11,21,9,4,20.1,37.5,18,18,62.9,##,107.7,102.2,179,154,5,2,0,0,2.23,5.82,2.64,H,3,0
2035,2021-22,2021-09-26,4,19:45,St. James' Park,51337,Robert Jones,Rainy,22.8,95,Cup,Newcastle,Fulham,Eddie Howe,Marco Silva,4-2-3-1,3-4-3,defense,balanced,avg,bad,0,1,2,2,27;50,18;26,11,15,7,2,63.6,,2.42,2.26,-0.42,-0.26,57.6,,650,270,85.7,85.1,24,43,5,3,1,1,12,,0,0,N/A,1,?,1,17,9,1,3,0,1,6,0,0,5,2,nan,22,20,14,9,34,27,7,7,14,12,12,18,33.0,37.5,18,11,52.2,65.8,109.8,109.2,159,nan,3,4,2,2,2.8,3.33,2.92,D,1,1
2065,2021-22,2022-04-06,31,16:30,City Ground,23079,David Coote,Light Rain,5.0,40,Derby,Nottm Forest,West Ham,,David Moyes,4-2-3-1,5-4-1,defense,defense,,average,1,1,?,2,16,22+3;73,,6,10,3,83.3,50.0,1.04,2.49,-0.04,-0.49,51.4,48.6,380,259,76.2x,79.7,65,36,11,5,0,nan,11,,0,0,0,2,0,1,17,13,2,2,0,0,4,3,1,9,2,1,16,14,8,16,12,37,5,8,8,12,11,16,41.0,,6,?,65.5,60.5,109.1,101.3,231,231,5,3,3,0,##,2.9x,3.05,A,0,3
1680,2023-24,2023-12-03,22,20:00,Gtech Community Stadium,14522,Anthony Taylor,Windy,13.6,50,Cup,Brentford,Sheffield United,Thomas Frank,Chris Wilder,5-4-1,,attack,defense,average,good,0,0,0,0,none,none,14,10,10,3,?,30.0,0.1,0.12,-0.1,-0.12,,null,471,314,84.0,73.0,21,56,2,6,0,0,6,6,0,0,0,0,0,0,19,8,1,2,0,0,0,,3,10,0,0,25,22,5,12,36,30,4,2,19,14,21,17,##,37.2,11,10,65.2,44.2,103.5,106.4,254,177,0,3,1,1,2.07,5.02,3.15,D,1,1
787,2021-22,2021-08-30,8,14:05,Craven Cottage,22131,Andy Madley,Rainy,5.0,56,League,Fulham,Burnley,Marco Silva,Vincent Kompany,4-3-3,,balanced,defense,average,bad,1,0,2,1,45;82,80,9,?,8,4,88.9,40.0,1.59,0.8,0.41,0.2,53.9,46.1,631,551,N/A,77.0,70,69,10,1,1,0,14,10,0,1,0,0,0,0,12,14,2,2,0,0,-1,4,3,6,1,2,21,15,16,14,19,30,?,6,9,21,13,12,29.9,28.7,5,12,51.1,63.6,##,104.2,233,202,2,2,0,0,1.99,,2.93,H,3,0
518,2020-21,2020-12-16,5,14:05,Turf Moor,21225,Stuart Attwell,Light Rain,-4.6,40,Relegation 6-pointer,Burnley,Tottenham,Vincent Kompany,Ange Postecoglou,4-4-2,4-1-4-1,defense,attack,bad,good,0,1,0,2,none,1;29,11,11,7,8,63.6,72.7,0.47,2.02,-0.47,,31.6,68.4,316,493,70.1,85.5,23,73,6,8,0,0,8,9,0,0,0,1,0,1,8,12,2,2,0,0,2,3,6,7,2,0,,22,11,10,29,13,3,3,22,18,8,9,30.2,26.7,17,11,60.5,55.3,107.6,101.2,259,165,3,3,0,0,3.24,4.61,2.11,A,0,3
798,2021-22,2021-09-10,10,20:00,Etihad Stadium,46566,Andy Madley,Clear,9.0,82,League,Manchester City,Manchester United,Pep Guardiola,Erik ten Hag,3-4-3,4-2-3-1,balanced,balanced,bad,bad,1,0,1,1,38,87,11,17,9,6,81.8,35.3,1.44,0.59,,0.41,56.6,43.4,598,567,95.9,85.6,43,47,6,5,0,1,19,8,,1,0,0,0,0,8,6,1,4,0,N/A,6,3,,8,1,1,14,20,12,14,34,25,12,7,,22,8,5,40.1,31.8,,14,47.8,,116.6,104.8,287,158,0,1,1,0,2.15,3.99,3.51,D,1,1
1132,2021-22,2022-04-30,9,17:30,Turf Moor,18240,Simon Hooper,Clear,-1.5,42,Title race,Burnley,Brentford,Vincent Kompany,Thomas Frank,4-4-2,4-1-4-1,,attack,average,bad,0,,2,1,16;30,,13,16,7,6,53.8,37.5,N/A,1.28,0.29,,46.5,53.5,495,473,70.0,83.0,38,52,,3,0,0,10,8,0,0,0,1,0,0,16,10,1,1,0,0,4,5,5,5,1,2,,?,15,14,,19,10,2,21,7,17,12,39.0,22.1,N/A,14,67.5,52.9,105.0,105.2,277,218,3,0,0,0,3.21,N/A,2.35,H,-3,0
1739,2023-24,2024-01-10,16,15:00,Villa Park,41462,David Coote,Windy,13.7,70x,Title race,Aston Villa,Chelsea,Unai Emery,Mauricio Pochettino,4-2-3-1,3-5-2,,balanced,good,bad,1,0,1,2,57+3,16;76,18,10,8,3,44.4,30.0,1.04,2.15,-0.04,-0.15,48.4,51.6,331,531,81.5,85.0,47,46,4,7,0,2,16,8,0,0,1,0,0,0,16,18,4,1,0,0,5,4,1,7,N/A,1,17,27,14,15,19,10,2,4,10,14,19,22,29.3,39.5,16,15,65.1,71.3,100.7,106.6,168,169,2,6,0,0,2.64,4.83,2.41,A,0,3
663,2020-21,2021-03-30,29,15:00,Selhurst Park,23300,Andy Madley,Sunny,15.9,93,Relegation 6-pointer,Crystal Palace,Manchester United,Oliver Glasner,Erik ten Hag,4-3-3,4-4-2,defense,balanced,poor,good,0,0,1,2,15,6;33+2,12,11,4,2,33.3,18.2,1.17,1.72,-0.17,0.28,45.7,54.3,586,514,76.8,89.4,25,41,8,3,1,0,22,11,0,0,0,2,0,1,12,6,2,N/A,0,1,3,3,0,3,2,1,10,?,,5,11,32,9,8,6,16,20,16,15.5,23.9,6,17,59.7,44.8,107.5,111.3,273,233,0,2,1,1,2.49,3.95,2.9,A,0,3
1608,2023-24,2023-10-10,19,16:30,Gtech Community Stadium,14549,Paul Tierney,Overcast,17.4,50,League,Brentford,Everton,Thomas Frank,Sean Dyche,5-4-1,4-1-4-1,attack,defense,bad,good,0,1,1,3,57,18;45+1;85+4,16,15,2,5,12.5,33.3,1.25,3.22,-0.25,-0.22,59.5,40.5,470,335,79.1,83.8,76,20,4,9,,2,-15,7,0,0,0,1,0,1,15,,2,2,0,1,1,0,2,,3,1,16,13,16,7,13,29,11,8,25,13,15,19,28.1,?,6,6,69.1,54.9,105.6,112.5,222,179,1,4,0,0,2.05,4.47,3.45,A,0,3
1197,2022-23,2022-09-13,30,17:30,Selhurst Park,21320,Thomas Bramall,Cloudy,15.1,52,League,Crystal Palace,Tottenham,Oliver Glasner,Ange Postecoglou,,3-5-2,defense,attack,avg,bad,0,0,2,0,,none,12,13,9,5,75.0,38.5,2.39,0.1,-0.39,,37.4,62.6,491,380,80.2,88.6,74,41,10,N/A,2,0,,15,0,0,0,0,0,0,19,17,0,2,0,1,4,,5,7,0,2,15,27,16,10,19,19,11,8,25,12,12,8,32.9,22.1,11,12,60.2,55.9,104.6,118.0,269,155,3,3,2,0,3.11,3.55,2.52,H,3,0
266,2019-20,2020-02-11,16,19:45,Turf Moor,16872,Stuart Attwell,Windy,16.7,64,League,Burnley,Crystal Palace,,Oliver Glasner,4-2-3-1,4-3-3,DEFENSE,defense,average,average,0,1,,1,29;51,36+5,11,15,3,1,27.3,6.7,2.06,0.83,-0.06,0.17,46.1,53.9,564,498,71.7,81.0,45,24,9,6,1,1,,8,0,0,1,0,1,0,18,16,1,1,1,0,0,5,0,1,1,2,28,16,16,nan,11,29,4,2,9,14,10,8,36.8,28.4,13,12,74.3,71.2,108.2,106.7,288,212,2,3,2,1,2.44,5.5,2.45,H,3,0
278,2019-20,2020-02-22,7,15:00,Turf Moor,21278,Simon Hooper,Light Rain,11.3,88,League,Burnley,Aston Villa,Vincent Kompany,Unai Emery,4-3-3,5-4-1,defense,attack,average,average,1,1,2,1,,81,N/A,7,5,1,41.7,,2.9,0.92,-0.9,0.08,38.0,62.0,328,633,75.3,83.8,63,34,10,4,1,1,,20,1,0,1,0,1,0,20,17,1,1,0,0,1,0,0,3,1,2,13,17,10,9,30,25,10,4,24,14,18,5,42.3,,11,10,45.8,58.3,112.5,102.3,152,225,2,5,0,0,2.89,,2.27,H,3,0
269,2019-20,2020-02-13,14,19:45,Stamford Bridge,32288,David Coote,Rainy,17.7,65,Top 4 battle,Chelsea,Crystal Palace,Mauricio Pochettino,Oliver Glasner,4-2-3-1,4-4-2,balanced,defense,Good,good,2,1,2,1,27;82,50,19,10,7,8,36.8,80.0,1.89,1.18,0.11,-0.18,63.2,36.8,587,454,88.9,77.4,31,18,11,3,1,?,?,12.0,0,N/A,0,,0,0,14,9,1,1,1,0,2,3,,5,1,2,15,28,9,8,11,31,9,6,19,18,13,19,34.8,31.6,18,18,54.7,65.4,106.1,103.1,254,246,4,0,0,0,2.0,5.84,3.04,H,3,0
723,2020-21,2021-05-15,31,19:45,Craven Cottage,20637,Simon Hooper,Sunny,15.9,73,League,Fulham,Wolves,Marco Silva,Gary O'Neil,3-5-2,4-1-4-1,balanced,defense,bad,bad,1,0,2,0,33;45,none,9,6,4,6,44.4,100.0,1.89,0.43,0.11,-0.43,47.0,53.0,345,315,85.6,79.8,33,75,11,7,1,0,16,14,0,0,0,0,0,0,17,18,2,1,0,0,5,2,6,2,,2,19,16,13,14,38,12,6,5,20,22,22,21,,27.0,6,12,63.0,61.6,112.6,112.3,173,227,2,2,0,0,2.42,3.47,3.34,H,3,0
1675,2023-24,2023-12-01,33,20:00,City Ground,30148,Simon Hooper,Windy,0.5,72,Top 4 battle,Nottm Forest,Aston Villa,Nuno Espirito Santo,Unai Emery,4-3-2-1,4-1-4-1,defense,attack,average,average,1,2,2,2,22;32,-,nan,16,8,6,100.0,##,1.59,1.72,0.41,0.28,44.7,55.3,647,593,82.4,82.1,57,60,7,5,1,2,19,15,0,0,0,0,0,0,11,10,3,2,0,0,0,1,4,6,2,2,26,17,17,6,31,25,5,3,11,6,5,11,41.8,41.1,7,5,49.6,43.0,111.5,106.8,288,286,2,5,0,0,2.92,3.63,-,D,1,1
1644,2023-24,2023-11-08,24,20:00,Turf Moor,17733,Andy Madley,Foggy,?,75,Top 4 battle,Burnley,Arsenal,Vincent Kompany,Mikel Arteta,4-4-2,4-4-2,,attack,good,bad,0,0,2,2,11;37+3,4;51,17,16,5,3,29.4,18.8,2.37,1.9,-0.37,0.1,32.5,67.5,584,398,75.8,90.0,58,,10,7,0,1,11,7,0,0,0,1,0,1,,15,0,2,0,0,6,0,1,3,2,2,13,19,9,11,40,35,10,3,10,12,8,11,15.3,,15,9,63.4,70.3,110.5,106.1,177,159,,3,2,1.0,4.33,3.53,2.06,D,1,1
1174,2022-23,2022-08-26,29,17:30,Selhurst Park,24860,Michael Oliver,Light Rain,8.6,95,League,Crystal Palace,Brighton,Oliver Glasner,Roberto De Zerbi,5-4-1,4-1-4-1,defense,balanced,bad,bad,0,3,0,3,none,6;39;67,20,15,7,3,35.0,20.0,0.14,3.22,-0.14,-0.22,39.7,60.3,496,360,81.9,,27,52,2,3,0,2,7,17,0,0,0,0,0,0,13,7,4,2,0,0,5,3,,7,3,0,25,14,9,9,,18,12,4,9,18,13,14,,18.6,19,18,71.3,62.7,107.8,107.4,255,221,2,2,1,0,2.54,4.09,2.76,A,0,3
1631,2023-24,2023-10-28,22,16:30,Turf Moor,18958,Andy Madley,Foggy,4.6,89,Relegation 6-pointer,Burnley,Chelsea,Vincent Kompany,Mauricio Pochettino,4-3-2-1,4-3-3,defense,balanced,,bad,0,2,1,2,64,38;60,19,14,2,5,-,35.7,1.22,2.39,-0.22,-0.39,32.3,67.7,613,429,69.9,null,57,48,2,7,0,2,6,13,0,0,1,0,1,0,12,10,,3,0,0,2,0,3,1,2,1,30,,5,12,22,13,2,5,7,17,,15,18.8,27.8,15,18,55.8,52.1,106.3,106.3,,288,5,4,2,1,2.58,8.52,2.02,A,0,3
1660,2023-24,2023-11-18,18,17:30,City Ground,27510,Chris Kavanagh,Foggy,5.8,83,Top 4 battle,Nottm Forest,Chelsea,Nuno Espirito Santo,Mauricio Pochettino,4-1-4-1,4-3-3,defense,balanced,good,good,0,2,1,3,78,72;72;85,15,-1,10,3,66.7,42.9,1.12,2.58,-0.12,0.42,36.6,63.4,510,460,77.4,86.8,44,57,8,7,0,,17,19,0,0,,0,0,0,17,18,1,0,0,0,5,5,0,9,3,-1,19,22,5,8,25,38,12,7,25,15,18,15,15.3,31.4,16,17,52.0,,102.1,113.0,263,155,1,1,0,nan,2.63,4.15,2.64,A,0,3
2045,2020-21,2021-05-12,29,12:30,Emirates Stadium,50634,Anthony Taylor,Sunny,5.2,76,Cup,Arsenal,Newcastle,Mikel Arteta,Eddie Howe,4-3-2-1,3-5-2,attack,defense,average,average,3,0.0,3,2,17;30;33,42;79,17,14,3,6,null,42.9,3.03,2.99,-0.03,-0.99,56.1,43.9%,527,502,86.9,85.3,66,68,6,8,0,2,,19,0,1,0,0,0,0,14,17,0,1,0,0,0,3,4,0,2,3,21,,,5,24,23,3,6,8,20,11,?,39.3,18.2,15,8,60.3,62.2,109.4,107.8,-251,167,1,4,1,1,2.52,4.28,2.7,H,3,0
510,2020-21,2020-12-11,16,20:00,Amex Stadium,26041,Andy Madley,Cloudy,N/A,93,Top 4 battle,Brighton,Newcastle,Roberto De Zerbi,Eddie Howe,4-4-2,5-4-1,balanced,defense,average,average,0,1,2,1,49;88,47,20,12,4,6,20.0,50.0,1.85,1.06,0.15,-0.06,,50.0,636,363,80.3,88.3,34,31,6,5,2,1,17,19,0,0,0,0,0,0,,15,2,3,0,0,6,2,5,2,1,2,12,18,19,17,29,14,12,3,23,8,8,4,30.6,30.6,13,5,46.9,54.8,106.0,111.2,281,283,2,3,0,0,2.42,5.94,2.39,H,3,0
1145,2022-23,2022-08-07,15,19:45,Old Trafford,68204,Jarred Gillett,Sunny,18.3,54,Cup,Manchester United,Nottm Forest,Erik ten Hag,Nuno Espirito Santo,4-2-3-1,4-1-4-1,balanced,defense,bad,good,0,0,2,0,7;16,none,16,15,10,6,62.5,40.0,1.79,0.1,0.21,-0.1,55.4,44.6,671,473,82.1,76.6,51,44,5,4,N/A,0,8,9,0,0,0,0,0,0,10,12,3,1,1,0,nan,0,6,8,0,2,19,24,12,8,22,12,11,5,13,10,N/A,10,22.8,35.0,6,18,62.8,59.0,113.2,105.2,261,250,2,3,3,0,2.51,2.93,3.84,H,3,0
1956,2021-22,2022-03-08,6,17:30,Craven Cottage,24721,Chris Kavanagh,Light Rain,9.4,49,Derby,Fulham,Sheffield United,Marco Silva,Chris Wilder,4-3-2-1,5-4-1,,defense,good,average,2,0,3,0,78;81;88,none,19,8,10,7,52.6,87.5,3.12,0.23,-0.12,-0.23,56.9,43.1,457,639,77.5,74.8,40,67,2,2,0,0,15,17,0,0,2,,0,0,20,20,0,2,0,0,4,5,7,7,0,3,28,20,19,16,28,33,2,5,10,22,16,21,36.1,44.1,6,17,,53.0,113.6,104.6,278,280,1,2,1,0,2.09,,2.83,H,3,0
1090,2021-22,2022-03-31,15,17:30,Turf Moor,19945,Robert Jones,Overcast,9.7,55,Top 4 battle,Burnley,Arsenal,Vincent Kompany,Mikel Arteta,4-3-2-1,3-5-2,defense,attack,good,good,0,0,2,2,40;72,6;52,11,9,3,2,27.3,22.2,2.56,2.02,-0.56,-0.02,33.9,,321,625,74.1,91.2,,42,2,2,0,0,15,14,0,2,1,0,1,0,11.0,20,2,1,0,0,2,2,0,1,2,2,22,12,13,,33,36,10,2,14,15,20,12,24.3,38.9,17,17,65.2,58.7,109.1,107.7,254,239,2,4,0,0,3.64,4.25,##,D,1,1
1435,2022-23,26-02-2023,36,20:00,City Ground,25589,Anthony Taylor,Cloudy,17.0,85,Derby,Nottm Forest,Bournemouth,Nuno Espirito Santo,Andoni Iraola,4-3-2-1,4-3-3,defense,attack,,Good,1,1,1,1,90,42,12,14,4,4,33.3,,1.03,1.4,-0.03,-0.4,56.1,43.9,483,275,78.7,79.5,48,24,5,2,1,1,18,17,0,0,0,0,0,0,18,7,2,2,0,0,4,5,3,3,1,1,11,10,18,15,25,11,,4,7,7,10,13,44.7,34.3,5,13,54.6,47.3,111.4,,274,226,2,4,,nan,2.19,5.11,2.88,D,1,1
526,2020-21,2020-12-26,22,17:30,Gtech Community Stadium,,John Brooks,Cloudy,null,40,League,Brentford,Manchester United,Thomas Frank,Erik ten Hag,4-3-2-1,4-3-3,attack,balanced,average,average,0,3,2,?,16;51,2;16+2;30,10,11,10,3,100.0,27.3,2.46,3.84,-0.46,?,43.0,57.0,385,577,83.8,81.7,46,72,11,N/A,1,1,,11,0,0,0,0,0,0,16,6,0,4,1,0,3,0,0,8,3,2,28,25,7,10,10,20,,6,25,14,7,11,25.3,24.4,16,7,64.3,,106.2,114.7,168,262,5,4,2,0,3.18,2.76,3.1,A,0,3
482,2020-21,2020-11-23,3,14:05,Selhurst Park,20357,Andy Madley,Light Rain,15.6,67,League,Crystal Palace,Newcastle,Oliver Glasner,Eddie Howe,3-4-3,3-4-3,defense,defense,average,good,,2,1,2,15+1,23;69,9,8,2,3,22.2,37.5,0.74,2.62,0.26,-0.62,49.5,50.5,316,283,76.6,84.2,,19,10,1,0,1,17,20,0,0,,0,1,0,10,17,2,0,0,,2,3,1,1,2,1,21,28,15,10,32,32,2,2,17,20,14,14,37.7,33.3,10,5,62.8,48.2,102.4,107.8,224,215,2,4,1,1,2.85,3.64,2.67,A,N/A,3
1569,2023-24,2023-09-14,24,19:45,Craven Cottage,23681,Chris Kavanagh,Foggy,-3.6,87,Top 4 battle,Fulham,Aston Villa,,Unai Emery,5-4-1,4-2-3-1,balanced,attack,average,bad,nan,0,1,2,85,53;81,19,10,9,5,47.4,50.0,1.23,2.4,-0.23,-0.4,54.3,45.7,489,538,76.5,85.1,38,56,11,1,1,0,16,12,0,0,0,0,0,0,13,9,2,4,0,0,2,1,3,8,2,1,17,16,5,8,15,13,3,6,9,17,23,11,25.2,27.1,13,13,45.0,,,97.1,200,155,2,2,1,1,3.06,2.87,3.07,A,0,3
498,2020-21,2020-12-06,22,19:45,Anfield,52170,Andy Madley,Cloudy,7.8,73,Cup,Liverpool,Wolves,Jurgen Klopp,Gary O'Neil,4-2-3-1,4-3-2-1,,defense,average,bad,3,1,5,1,5;7;30;46;49+5,62,17,13,,2,null,15.4,4.98,1.43,0.02,-0.43,59.0,41.0,325,496,91.1,76.3,41,74,10,,0,1,21,14,0,0,1,0,1,0,7,11,3,2,0,0,5,3,1,0,1,5,18,21,9,7,27,20,12,6,6,17,16,22,30.9,31.3,5,10,53.2,61.8,111.4,99.0,nan,207,1,1,0,0,2.15,3.96,3.56,H,3,0
547,2020-21,2021-01-04,35,15:00,Bramall Lane,null,Anthony Taylor,Clear,13.1,60,League,Sheffield United,Manchester United,Chris Wilder,Erik ten Hag,3-4-3,5-4-1,defense,,average,average,0,0,1,0,89+1,none,16,17,5,5,31.2,29.4,1.52,0.1,-0.52,-0.1,31.4,68.6,477,266,73.9,85.4,36,56,7,1,0,0,14,11,0,N/A,0,1,0,0,,13,3,2,0,0,0,4,5,4,0,1,12,28,5,12,39,35,5,10,25,10,13,7,17.6,17.3,11,15,72.5,71.6,100.1,107.9,225,162,3,5,2,1,3.11,5.37,2.03,H,3,0
186,2019-20,2019-12-15,34,19:45,Gtech Community Stadium,15090,?,Foggy,11.6,71,Top 4 battle,Brentford,Sheffield United,Thomas Frank,Chris Wilder,4-1-4-1,5-4-1,attack,defense,good,bad,0,0,4,1,22;24;35;87,55,19,16,7,4,36.8,25.0,3.43,1.7,0.57,-0.7,,40.7,659,540,84.0,75.2,52,39,,3,0,0,6,12,-1,0,2,0,2,0,11,6,1,nan,0,0,3,2,3,3,1,4,22,19,13,14,?,22,5,3,25,18,20,8,38.4,27.6,19,14,56.5,66.6,109.7,104.2,176,220,4,7,2,1,2.17,3.14,4.53,H,3,0
1903,2022-23,2023-01-25,10,15:00,St. James' Park,41206,David Coote,Overcast,15.3,81,Relegation 6-pointer,Newcastle,Liverpool,Eddie Howe,Jurgen Klopp,3-4-3,4-3-3,defense,attack,good,average,0,0,0,3,none,3;4;46,9,14,2,4,22.2,28.6,0.1,2.59,-0.1,0.41,53.4,46.6,465,261,87.2,,53,38,,5,0,2,20,20,0,0,1,1,0,1,19,17,2,2,0,0,5,5,1,2,3,0,?,24,8,15,35,28,,3,23,16,7,14,15.4,39.2,15,13,41.9,49.1,104.1,108.2,183,147,3,2,0,0,3.16,3.83,2.37,A,0,3
2085,2023-24,2024-05-21,6,20:00,Old Trafford,64268,Stuart Attwell,Light Rain,10.7,58,Cup,Manchester United,Chelsea,Erik ten Hag,Mauricio Pochettino,4-1-4-1,4-4-2,balanced,balanced,bad,average,0,0,2,0,,none,20,13,4,6,20.0,46.2,1.34,0.1,0.66,-0.1,51.2,48.8,698,255,88.2,89.0,80,75,9,8,0,0,9,14,0,0,0,0,0,0,16,15,2,3,0,0.0,1,3,6,2,0,2,13,18,19,12,24,16,3,4,24,19,8,6,37.8,19.5,13,8,59.3,52.4,?,111.3,199,182,1,2,1,0,3.06,2.92,3.03,H,3,0
1938,2020-21,2020-10-16,9,16:30,Anfield,53589,John Brooks,Light Rain,9.7,45,Derby,Liverpool,Everton,Jurgen Klopp,Sean Dyche,5-4-1,3-4-3,attack,defense,good,average,1,0,3,0,2;37;87,none,17,17,5,1,29.4,5.9,2.2,0.1,0.8,-0.1,64.3,,499,542,,76.9,33,74,11,2,2,0,18,20,N/A,0,0,0,0,0,20,15,2,-2,0,0,2,1,1,2,0,3,,23,20,15,39,17,6,7,-24,22,8,6,36.7,17.1,7,,67.1,54.4,121.4,107.3,240,233,3,2,0,0,2.59,3.35,3.16,H,3,0
742,2020-21,2021-05-29,36,14:05,Old Trafford,72646,Michael Oliver,Light Rain,2.0,,League,Manchester United,Burnley,Erik ten Hag,Vincent Kompany,4-3-2-1,5-4-1,balanced,defense,good,good,1,0,3,1,40+4;40;56,24,12,11,10,8,83.3,72.7,2.46,1.11,0.54,,69.0,31.0,670,452,84.8,71.1,29,35,7,6,1,0,12,16,?,N/A,,1,0,1,19,6,0,2,0,0,6,4,7,7,1,3,13,13,17,6,13,37,3,7,18,18,21,19,19.4,27.0,17,9,43.3,70.1,110.9,109.7,172,175,2,2,3,0,1.96,5.76,3.17,H,3,0
125,2019-20,2019-11-05,26,15:00,Turf Moor,20386,Jarred Gillett,Rainy,13.2,74,League,Burnley,Wolves,Vincent Kompany,Gary O'Neil,4_3_2_1,3-4-3,defense,defense,AVERAGE,good,0,1,1,3,19,54;76;82,8,17,6,2,75.0,11.8,1.11,3.87,-0.11,-0.87,45.8,54.2,579,375,77.0,76.6,32,52,10,4,0,1,,8,0,0,1,1,1,1,13,9,2,1,0,0,1,4,0,5,3,1,30,28,7,16,25,33,2,2,22,16,14,6,40.6,29.2,12,17,72.4,42.3,105.8,109.6,191,177,4,5,3,0,2.68,3.49,2.94,A,0,3
2018,2019-20,2020-03-02,26,15:00,Vitality Stadium,11015,Andy Madley,Foggy,17.3,80,Derby,Bournemouth,Tottenham,Andoni Iraola,Ange Postecoglou,4-4-2,4-1-4-1,ATTACK,attack,good,average,0,2,1,2,61,35+1;38,17,10,9,3,52.9,30.0,0.81,2.34,0.19,-0.34,37.4,62.6%,694,341,73.3,85.0,37,57,4,1,1,0,16,10,0,0,0,0,0,0,13,9,1,2,1,1,6,4,1,8,2,1,29,20,8,14,39,22,7,5,15,12,14,15,19.2,40.6,18,18,57.5,58.8,109.1,108.7,290,225,1,4,1,0,3.68,3.59,2.23,A,0,3
